DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Year,Month,Hour
2020-01-17,1745,Hollenbeck,BATTERY - SIMPLE ASSAULT,72,M,H,2020,2020-01-01,17
2020-01-19,2000,Hollenbeck,BATTERY - SIMPLE ASSAULT,50,M,H,2020,2020-01-01,20
2020-01-19,1830,Hollenbeck,BATTERY - SIMPLE ASSAULT,57,M,H,2020,2020-01-01,18
2020-01-19,2200,Hollenbeck,BATTERY - SIMPLE ASSAULT,24,M,O,2020,2020-01-01,22
2020-01-19,2030,Hollenbeck,BATTERY - SIMPLE ASSAULT,41,F,H,2020,2020-01-01,20
2020-01-20,1000,Hollenbeck,BATTERY - SIMPLE ASSAULT,36,M,H,2020,2020-01-01,10
2020-01-20,2030,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",67,M,B,2020,2020-01-01,20
2020-07-20,1445,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,W,2020,2020-07-01,14
2020-01-21,1835,Hollenbeck,BATTERY - SIMPLE ASSAULT,31,F,H,2020,2020-01-01,18
2020-01-19,2300,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,2020,2020-01-01,23
2020-01-18,1300,Hollenbeck,BATTERY - SIMPLE ASSAULT,38,F,H,2020,2020-01-01,13
2020-01-23,1040,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,2020,2020-01-01,10
2020-01-25,2330,Hollenbeck,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-01-01,23
2020-08-07,1935,Harbor,BATTERY - SIMPLE ASSAULT,63,M,H,2020,2020-08-01,19
2020-01-26,445,Hollenbeck,BATTERY - SIMPLE ASSAULT,42,F,H,2020,2020-01-01,4
2020-01-26,445,Hollenbeck,BATTERY - SIMPLE ASSAULT,23,M,H,2020,2020-01-01,4
2020-01-26,445,Hollenbeck,BATTERY - SIMPLE ASSAULT,27,F,H,2020,2020-01-01,4
2020-01-26,1954,Hollenbeck,BATTERY POLICE (SIMPLE),44,M,H,2020,2020-01-01,19
2020-01-28,1200,Hollenbeck,BATTERY - SIMPLE ASSAULT,49,M,W,2020,2020-01-01,12
2020-01-30,2330,Hollenbeck,BATTERY - SIMPLE ASSAULT,66,F,H,2020,2020-01-01,23
2020-02-01,945,Hollenbeck,BATTERY - SIMPLE ASSAULT,83,M,H,2020,2020-02-01,9
2020-02-01,1740,Hollenbeck,BATTERY - SIMPLE ASSAULT,61,M,O,2020,2020-02-01,17
2020-02-01,1240,Hollenbeck,BATTERY - SIMPLE ASSAULT,20,M,H,2020,2020-02-01,12
2020-02-04,1200,Hollenbeck,BATTERY - SIMPLE ASSAULT,53,F,O,2020,2020-02-01,12
2020-02-04,1610,Hollenbeck,BATTERY - SIMPLE ASSAULT,31,F,H,2020,2020-02-01,16
2020-02-06,700,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,F,H,2020,2020-02-01,7
2020-02-06,1100,Hollenbeck,BATTERY - SIMPLE ASSAULT,69,F,H,2020,2020-02-01,11
2020-02-06,420,Hollenbeck,BATTERY - SIMPLE ASSAULT,29,M,O,2020,2020-02-01,4
2020-02-08,1700,Hollenbeck,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-02-01,17
2020-05-04,1000,West Valley,BATTERY - SIMPLE ASSAULT,47,M,H,2020,2020-05-01,10
2020-01-01,100,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,H,2020,2020-01-01,1
2020-01-01,1250,Harbor,BATTERY - SIMPLE ASSAULT,52,F,W,2020,2020-01-01,12
2020-01-01,1230,Harbor,BATTERY - SIMPLE ASSAULT,19,F,W,2020,2020-01-01,12
2020-06-02,10,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,H,2020,2020-06-01,0
2020-01-05,1430,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,H,2020,2020-01-01,14
2020-01-05,1430,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,H,2020,2020-01-01,14
2020-01-03,1230,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,M,W,2020,2020-01-01,12
2020-01-03,1550,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,F,H,2020,2020-01-01,15
2020-01-06,900,Harbor,BATTERY - SIMPLE ASSAULT,78,M,H,2020,2020-01-01,9
2020-01-07,1400,Harbor,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-01-01,14
2020-01-07,1225,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",73,F,W,2020,2020-01-01,12
2020-01-07,1450,Harbor,BATTERY - SIMPLE ASSAULT,52,M,W,2020,2020-01-01,14
2020-01-03,200,Harbor,BATTERY - SIMPLE ASSAULT,38,M,O,2020,2020-01-01,2
2020-01-08,845,Harbor,BATTERY - SIMPLE ASSAULT,38,M,W,2020,2020-01-01,8
2020-01-07,1100,Harbor,BATTERY - SIMPLE ASSAULT,27,H,H,2020,2020-01-01,11
2020-01-09,915,Harbor,BATTERY - SIMPLE ASSAULT,29,F,H,2020,2020-01-01,9
2020-01-04,200,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,B,2020,2020-01-01,2
2020-01-10,647,Harbor,BATTERY - SIMPLE ASSAULT,64,F,W,2020,2020-01-01,6
2020-01-10,1400,Harbor,BATTERY - SIMPLE ASSAULT,64,F,H,2020,2020-01-01,14
2020-01-10,1550,Harbor,BATTERY - SIMPLE ASSAULT,17,M,W,2020,2020-01-01,15
2020-01-11,1455,Harbor,BATTERY - SIMPLE ASSAULT,53,M,H,2020,2020-01-01,14
2020-01-12,712,Harbor,BATTERY - SIMPLE ASSAULT,30,M,W,2020,2020-01-01,7
2020-01-12,2215,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,O,2020,2020-01-01,22
2020-01-12,2210,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,H,2020,2020-01-01,22
2020-01-12,220,Harbor,BATTERY - SIMPLE ASSAULT,29,F,H,2020,2020-01-01,2
2020-01-12,2210,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,F,H,2020,2020-01-01,22
2020-01-12,1930,Harbor,BATTERY POLICE (SIMPLE),50,M,O,2020,2020-01-01,19
2020-01-14,1725,Harbor,BATTERY - SIMPLE ASSAULT,82,F,W,2020,2020-01-01,17
2020-01-16,1035,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,B,2020,2020-01-01,10
2020-01-13,1520,Harbor,BATTERY - SIMPLE ASSAULT,58,M,W,2020,2020-01-01,15
2020-01-16,1200,Harbor,BATTERY - SIMPLE ASSAULT,34,F,B,2020,2020-01-01,12
2020-01-17,320,Harbor,BATTERY - SIMPLE ASSAULT,37,F,H,2020,2020-01-01,3
2020-01-16,800,Harbor,BATTERY - SIMPLE ASSAULT,39,F,H,2020,2020-01-01,8
2020-01-18,100,Harbor,BATTERY - SIMPLE ASSAULT,45,F,B,2020,2020-01-01,1
2020-01-17,1800,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,2020,2020-01-01,18
2020-05-23,1045,Southwest,BATTERY - SIMPLE ASSAULT,65,F,A,2020,2020-05-01,10
2020-01-19,1340,Harbor,BATTERY - SIMPLE ASSAULT,88,M,W,2020,2020-01-01,13
2020-01-24,1630,Harbor,BATTERY - SIMPLE ASSAULT,36,F,W,2020,2020-01-01,16
2020-01-24,2130,Harbor,BATTERY - SIMPLE ASSAULT,46,F,H,2020,2020-01-01,21
2020-01-25,1745,Harbor,BATTERY - SIMPLE ASSAULT,70,M,H,2020,2020-01-01,17
2020-01-25,1430,Harbor,BATTERY - SIMPLE ASSAULT,63,F,W,2020,2020-01-01,14
2020-01-28,1130,Harbor,BATTERY - SIMPLE ASSAULT,59,F,H,2020,2020-01-01,11
2020-01-24,900,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,H,2020,2020-01-01,9
2020-01-30,1630,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,F,H,2020,2020-01-01,16
2020-11-03,300,Van Nuys,BATTERY - SIMPLE ASSAULT,31,M,W,2020,2020-11-01,3
2020-01-31,400,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,F,H,2020,2020-01-01,4
2020-01-31,400,Harbor,BATTERY - SIMPLE ASSAULT,36,F,H,2020,2020-01-01,4
2020-01-31,1130,Harbor,BATTERY - SIMPLE ASSAULT,74,M,B,2020,2020-01-01,11
2020-01-31,1346,Harbor,BATTERY - SIMPLE ASSAULT,28,F,H,2020,2020-01-01,13
2020-02-03,1140,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,F,H,2020,2020-02-01,11
2020-01-19,300,Wilshire,BATTERY - SIMPLE ASSAULT,31,M,W,2020,2020-01-01,3
2020-02-05,2200,Harbor,BATTERY - SIMPLE ASSAULT,19,F,H,2020,2020-02-01,22
2020-03-11,1655,West Valley,BATTERY - SIMPLE ASSAULT,47,M,O,2020,2020-03-01,16
2020-02-05,1940,Harbor,BATTERY - SIMPLE ASSAULT,41,M,H,2020,2020-02-01,19
2020-11-20,1145,West LA,BATTERY - SIMPLE ASSAULT,62,M,W,2020,2020-11-01,11
2020-03-24,1550,Hollywood,BATTERY - SIMPLE ASSAULT,20,F,B,2020,2020-03-01,15
2020-02-26,625,Van Nuys,BATTERY - SIMPLE ASSAULT,45,F,W,2020,2020-02-01,6
2020-03-25,1120,Hollywood,BATTERY - SIMPLE ASSAULT,40,M,O,2020,2020-03-01,11
2020-09-28,1730,Van Nuys,BATTERY - SIMPLE ASSAULT,57,F,H,2020,2020-09-01,17
2020-05-28,1115,Wilshire,BATTERY - SIMPLE ASSAULT,67,F,B,2020,2020-05-01,11
2020-06-21,2120,West LA,BATTERY - SIMPLE ASSAULT,22,M,O,2020,2020-06-01,21
2020-06-22,1140,West Valley,BATTERY - SIMPLE ASSAULT,51,F,W,2020,2020-06-01,11
2020-06-06,1830,Van Nuys,BATTERY - SIMPLE ASSAULT,57,M,W,2020,2020-06-01,18
2020-10-07,830,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,H,2020,2020-10-01,8
2020-07-07,1400,Wilshire,BATTERY - SIMPLE ASSAULT,60,M,W,2020,2020-07-01,14
2020-05-04,1500,Wilshire,BATTERY - SIMPLE ASSAULT,23,F,H,2020,2020-05-01,15
2020-11-01,1010,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,F,B,2020,2020-11-01,10
2020-06-25,1040,Wilshire,BATTERY - SIMPLE ASSAULT,34,M,H,2020,2020-06-01,10
2020-06-25,1730,West Valley,BATTERY - SIMPLE ASSAULT,49,F,W,2020,2020-06-01,17
2020-10-12,1900,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,F,H,2020,2020-10-01,19
2020-04-13,1000,Hollywood,BATTERY - SIMPLE ASSAULT,44,F,O,2020,2020-04-01,10
2020-07-11,1900,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,W,2020,2020-07-01,19
2020-08-08,2120,Harbor,BATTERY - SIMPLE ASSAULT,24,F,H,2020,2020-08-01,21
2020-12-24,2045,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,H,2020,2020-12-01,20
2020-12-12,1700,Van Nuys,BATTERY - SIMPLE ASSAULT,22,M,O,2020,2020-12-01,17
2020-08-15,1150,West Valley,BATTERY - SIMPLE ASSAULT,60,F,B,2020,2020-08-01,11
2020-08-17,1220,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,H,2020,2020-08-01,12
2020-01-05,1,Hollywood,BATTERY - SIMPLE ASSAULT,31,M,B,2020,2020-01-01,0
2020-01-28,2230,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,W,2020,2020-01-01,22
2020-08-01,2000,West Valley,BATTERY - SIMPLE ASSAULT,59,M,O,2020,2020-08-01,20
2020-04-17,1200,Harbor,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-04-01,12
2020-05-27,2100,Southwest,BATTERY - SIMPLE ASSAULT,25,M,O,2020,2020-05-01,21
2020-04-14,2000,West LA,BATTERY - SIMPLE ASSAULT,33,M,H,2020,2020-04-01,20
2020-11-19,1300,West LA,BATTERY - SIMPLE ASSAULT,23,M,H,2020,2020-11-01,13
2020-05-05,1120,Van Nuys,BATTERY POLICE (SIMPLE),38,M,H,2020,2020-05-01,11
2020-12-10,1200,West Valley,BATTERY - SIMPLE ASSAULT,50,F,O,2020,2020-12-01,12
2020-10-20,1020,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,F,W,2020,2020-10-01,10
2020-10-24,2250,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,H,2020,2020-10-01,22
2020-01-21,1520,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,W,2020,2020-01-01,15
2020-05-10,1430,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",72,M,W,2020,2020-05-01,14
2020-08-31,2200,Wilshire,BATTERY - SIMPLE ASSAULT,39,M,B,2020,2020-08-01,22
2020-11-01,2030,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,B,2020,2020-11-01,20
2020-11-22,1745,Van Nuys,BATTERY - SIMPLE ASSAULT,73,M,W,2020,2020-11-01,17
2020-02-06,1000,Hollywood,BATTERY - SIMPLE ASSAULT,68,M,H,2020,2020-02-01,10
2020-11-12,1015,West LA,BATTERY - SIMPLE ASSAULT,50,M,O,2020,2020-11-01,10
2020-08-30,1530,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,F,H,2020,2020-08-01,15
2020-12-16,200,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,H,2020,2020-12-01,2
2020-06-12,2230,Hollywood,BATTERY - SIMPLE ASSAULT,35,M,B,2020,2020-06-01,22
2020-05-29,1130,Hollywood,BATTERY - SIMPLE ASSAULT,56,F,W,2020,2020-05-01,11
2020-02-08,2040,Van Nuys,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-02-01,20
2020-08-01,935,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,H,2020,2020-08-01,9
2020-11-03,850,Harbor,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-11-01,8
2020-06-21,1220,Harbor,BATTERY - SIMPLE ASSAULT,36,F,B,2020,2020-06-01,12
2020-11-06,1315,West LA,BATTERY - SIMPLE ASSAULT,65,M,W,2020,2020-11-01,13
2020-08-22,635,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,F,W,2020,2020-08-01,6
2020-03-20,1635,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,H,2020,2020-03-01,16
2020-03-19,1140,West LA,BATTERY - SIMPLE ASSAULT,54,M,W,2020,2020-03-01,11
2020-06-17,1350,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,W,2020,2020-06-01,13
2020-02-24,1835,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,W,2020,2020-02-01,18
2020-11-05,1545,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,B,2020,2020-11-01,15
2020-04-29,1000,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,H,2020,2020-04-01,10
2020-06-21,25,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,H,2020,2020-06-01,0
2020-05-14,715,Wilshire,BATTERY - SIMPLE ASSAULT,30,F,W,2020,2020-05-01,7
2020-11-25,125,West LA,BATTERY - SIMPLE ASSAULT,56,M,W,2020,2020-11-01,1
2020-06-26,1130,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,O,2020,2020-06-01,11
2020-12-10,2334,Southeast,BATTERY - SIMPLE ASSAULT,27,F,B,2020,2020-12-01,23
2020-10-31,1100,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",72,F,W,2020,2020-10-01,11
2020-07-03,830,Hollywood,BATTERY - SIMPLE ASSAULT,76,M,H,2020,2020-07-01,8
2020-04-04,300,Hollywood,BATTERY - SIMPLE ASSAULT,46,M,B,2020,2020-04-01,3
2020-12-31,1230,Hollywood,BATTERY - SIMPLE ASSAULT,26,M,H,2020,2020-12-01,12
2020-09-22,1700,West Valley,BATTERY - SIMPLE ASSAULT,74,M,H,2020,2020-09-01,17
2020-12-12,1920,Hollywood,BATTERY - SIMPLE ASSAULT,33,M,W,2020,2020-12-01,19
2020-03-24,815,Hollenbeck,BATTERY - SIMPLE ASSAULT,38,F,H,2020,2020-03-01,8
2020-07-18,1155,West Valley,BATTERY - SIMPLE ASSAULT,34,F,W,2020,2020-07-01,11
2020-05-06,1450,West Valley,BATTERY - SIMPLE ASSAULT,62,M,O,2020,2020-05-01,14
2020-04-07,950,Van Nuys,BATTERY - SIMPLE ASSAULT,50,M,A,2020,2020-04-01,9
2020-11-06,2250,West Valley,BATTERY - SIMPLE ASSAULT,24,F,H,2020,2020-11-01,22
2020-05-27,1010,West Valley,BATTERY - SIMPLE ASSAULT,18,F,A,2020,2020-05-01,10
2020-04-28,2300,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,F,O,2020,2020-04-01,23
2020-03-09,2000,West LA,BATTERY - SIMPLE ASSAULT,23,F,B,2020,2020-03-01,20
2020-05-04,1530,Southeast,BATTERY - SIMPLE ASSAULT,18,F,W,2020,2020-05-01,15
2020-11-16,1430,Hollywood,BATTERY - SIMPLE ASSAULT,31,M,W,2020,2020-11-01,14
2020-05-30,30,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,W,2020,2020-05-01,0
2020-08-02,1400,Harbor,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-08-01,14
2020-08-24,900,Hollywood,BATTERY - SIMPLE ASSAULT,48,F,B,2020,2020-08-01,9
2020-06-24,725,West Valley,BATTERY - SIMPLE ASSAULT,21,M,O,2020,2020-06-01,7
2020-03-29,2010,Wilshire,BATTERY - SIMPLE ASSAULT,30,M,H,2020,2020-03-01,20
2020-02-25,1220,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,H,2020,2020-02-01,12
2020-03-13,130,Wilshire,BATTERY - SIMPLE ASSAULT,41,M,H,2020,2020-03-01,1
2020-11-29,1200,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,F,H,2020,2020-11-01,12
2020-09-15,1530,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,F,W,2020,2020-09-01,15
2020-04-16,2140,West Valley,BATTERY - SIMPLE ASSAULT,19,F,H,2020,2020-04-01,21
2020-08-02,2135,Harbor,BATTERY - SIMPLE ASSAULT,54,F,H,2020,2020-08-01,21
2020-07-27,115,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,O,2020,2020-07-01,1
2020-10-22,945,Harbor,BATTERY - SIMPLE ASSAULT,29,F,H,2020,2020-10-01,9
2020-06-08,500,West Valley,BATTERY - SIMPLE ASSAULT,60,M,H,2020,2020-06-01,5
2020-04-04,1230,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,B,2020,2020-04-01,12
2020-08-03,1030,Wilshire,BATTERY POLICE (SIMPLE),19,M,H,2020,2020-08-01,10
2020-02-25,1400,Wilshire,BATTERY - SIMPLE ASSAULT,24,M,H,2020,2020-02-01,14
2020-07-13,1920,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,H,2020,2020-07-01,19
2020-02-04,720,West Valley,BATTERY - SIMPLE ASSAULT,52,M,H,2020,2020-02-01,7
2020-12-17,2215,Harbor,BATTERY - SIMPLE ASSAULT,51,M,H,2020,2020-12-01,22
2020-03-31,1020,Wilshire,BATTERY - SIMPLE ASSAULT,57,M,W,2020,2020-03-01,10
2020-08-07,2100,West Valley,BATTERY - SIMPLE ASSAULT,46,M,H,2020,2020-08-01,21
2020-05-26,30,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,B,2020,2020-05-01,0
2020-05-21,2250,Wilshire,BATTERY - SIMPLE ASSAULT,18,M,O,2020,2020-05-01,22
2020-02-24,1510,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",12,M,B,2020,2020-02-01,15
2020-09-15,1,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,H,2020,2020-09-01,0
2020-10-23,315,Hollywood,BATTERY - SIMPLE ASSAULT,27,M,O,2020,2020-10-01,3
2020-11-22,2030,Van Nuys,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-11-01,20
2020-02-26,1700,Hollywood,BATTERY - SIMPLE ASSAULT,42,F,B,2020,2020-02-01,17
2020-07-16,2015,Wilshire,BATTERY - SIMPLE ASSAULT,22,M,B,2020,2020-07-01,20
2020-11-17,540,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,O,2020,2020-11-01,5
2020-01-28,1330,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,F,H,2020,2020-01-01,13
2020-03-02,1330,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,F,O,2020,2020-03-01,13
2020-12-01,1510,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,W,2020,2020-12-01,15
2020-10-13,2300,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16,M,H,2020,2020-10-01,23
2020-01-27,2010,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,H,2020,2020-01-01,20
2020-02-14,2030,Wilshire,BATTERY - SIMPLE ASSAULT,58,M,H,2020,2020-02-01,20
2020-12-18,1530,Harbor,BATTERY - SIMPLE ASSAULT,32,M,H,2020,2020-12-01,15
2020-01-12,450,West LA,BATTERY - SIMPLE ASSAULT,21,F,W,2020,2020-01-01,4
2020-03-16,2315,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,W,2020,2020-03-01,23
2020-03-20,1955,Harbor,BATTERY - SIMPLE ASSAULT,68,F,H,2020,2020-03-01,19
2020-06-07,1530,Hollywood,BATTERY - SIMPLE ASSAULT,57,M,H,2020,2020-06-01,15
2020-09-05,1530,West Valley,BATTERY - SIMPLE ASSAULT,90,M,H,2020,2020-09-01,15
2020-03-27,2215,Hollenbeck,BATTERY - SIMPLE ASSAULT,38,F,B,2020,2020-03-01,22
2020-04-04,930,Hollywood,BATTERY - SIMPLE ASSAULT,32,M,H,2020,2020-04-01,9
2020-09-10,2115,Wilshire,BATTERY - SIMPLE ASSAULT,64,M,O,2020,2020-09-01,21
2020-12-06,1930,West Valley,BATTERY - SIMPLE ASSAULT,69,M,W,2020,2020-12-01,19
2020-06-20,100,Van Nuys,BATTERY - SIMPLE ASSAULT,27,M,H,2020,2020-06-01,1
2020-04-09,540,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,2020,2020-04-01,5
2020-04-29,915,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,W,2020,2020-04-01,9
2020-05-28,1430,Van Nuys,BATTERY - SIMPLE ASSAULT,43,M,W,2020,2020-05-01,14
2020-04-08,1500,Wilshire,BATTERY - SIMPLE ASSAULT,39,M,H,2020,2020-04-01,15
2020-08-22,30,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,B,2020,2020-08-01,0
2020-11-10,1915,West Valley,BATTERY - SIMPLE ASSAULT,25,F,H,2020,2020-11-01,19
2020-11-20,1130,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,H,2020,2020-11-01,11
2020-03-27,1800,Southwest,BATTERY - SIMPLE ASSAULT,24,F,H,2020,2020-03-01,18
2020-01-22,2245,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,H,2020,2020-01-01,22
2020-03-30,1630,West LA,BATTERY - SIMPLE ASSAULT,24,F,O,2020,2020-03-01,16
2020-06-05,2045,Wilshire,BATTERY - SIMPLE ASSAULT,32,F,B,2020,2020-06-01,20
2020-03-25,845,Southwest,BATTERY - SIMPLE ASSAULT,34,M,H,2020,2020-03-01,8
2020-10-19,1245,West LA,BATTERY - SIMPLE ASSAULT,31,F,W,2020,2020-10-01,12
2020-09-23,650,Wilshire,BATTERY - SIMPLE ASSAULT,27,F,H,2020,2020-09-01,6
2020-07-19,1140,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,H,2020,2020-07-01,11
2020-05-13,715,Harbor,BATTERY - SIMPLE ASSAULT,63,M,H,2020,2020-05-01,7
2020-08-03,630,West LA,BATTERY - SIMPLE ASSAULT,41,F,H,2020,2020-08-01,6
2020-12-24,1815,West LA,BATTERY - SIMPLE ASSAULT,59,M,W,2020,2020-12-01,18
2020-09-16,1800,West Valley,BATTERY - SIMPLE ASSAULT,73,M,W,2020,2020-09-01,18
2020-12-24,1420,West LA,BATTERY - SIMPLE ASSAULT,51,F,W,2020,2020-12-01,14
2020-03-23,2330,Harbor,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-03-01,23
2020-08-17,1030,Harbor,BATTERY - SIMPLE ASSAULT,25,M,H,2020,2020-08-01,10
2020-03-04,1940,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",67,M,O,2020,2020-03-01,19
2020-02-23,1200,West Valley,BATTERY - SIMPLE ASSAULT,34,M,H,2020,2020-02-01,12
2020-11-15,1000,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,2020,2020-11-01,10
2020-12-31,730,West LA,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-12-01,7
2020-10-05,1715,West LA,BATTERY - SIMPLE ASSAULT,48,M,H,2020,2020-10-01,17
2020-12-09,1200,West Valley,BATTERY - SIMPLE ASSAULT,56,M,W,2020,2020-12-01,12
2020-10-17,1112,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,F,H,2020,2020-10-01,11
2020-12-01,1,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,H,2020,2020-12-01,0
2020-04-23,2055,Van Nuys,BATTERY - SIMPLE ASSAULT,57,F,H,2020,2020-04-01,20
